Shape,Result,Number,Time
<http://example.org/lungCancer/shapes/Protocol1>,valid,770,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,207,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1089,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,638,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,593,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,988,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,739,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,787,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,288,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,692,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,314,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,76,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,828,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1000,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1015,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,520,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,624,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,488,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,815,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,239,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,168,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,635,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,835,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1030,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,507,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,153,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,767,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,919,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,663,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,811,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,764,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1237,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,950,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,132,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,193,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1083,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,367,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,violated,3,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,886,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,485,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,765,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,violated,5,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,824,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,976,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,419,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,590,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1001,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1056,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,362,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1048,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,336,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,830,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1007,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,744,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,311,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1138,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1106,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,489,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,461,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,923,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,496,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,118,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,645,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,684,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,706,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1098,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,467,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1203,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,802,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1146,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,834,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,925,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,241,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,502,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,587,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,516,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,697,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,734,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,867,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,579,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,449,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,121,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,595,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,599,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,993,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1010,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,540,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1127,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,671,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,226,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,561,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1180,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,995,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,847,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,863,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,615,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,86,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,187,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,490,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,741,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,491,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,269,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,393,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,173,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,493,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,56,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,630,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,477,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1101,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1212,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,291,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1185,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,531,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,110,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,221,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,708,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,330,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,417,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,977,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,557,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,760,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,817,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,805,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,926,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,91,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,103,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,265,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,60,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1222,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,405,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,113,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,673,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,57,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,848,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,442,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,731,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,699,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,818,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,90,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1150,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,659,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,353,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,357,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,572,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1178,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,61,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,432,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,654,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,560,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,347,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,906,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,545,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,492,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,438,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,183,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,644,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,813,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,887,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,934,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1033,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,942,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,723,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,499,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,203,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,434,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,607,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,517,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,880,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,227,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,936,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1139,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,18,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,881,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,28,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,465,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1221,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,1037,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,142,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,194,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1021,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1099,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,822,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,927,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,953,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,79,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,182,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,909,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,202,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,611,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,495,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,799,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1158,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,321,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,682,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1112,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,39,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,148,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1054,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1088,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,552,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1134,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,786,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,359,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1063,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1020,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1053,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,509,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1154,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,982,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1092,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,352,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,529,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1233,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,396,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,383,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,581,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,279,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,980,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,972,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,975,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,668,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,48,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,428,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,44,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,935,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,946,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,691,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,282,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,514,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1171,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,400,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,898,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,620,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,229,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,601,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,85,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,253,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,951,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,511,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1125,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,436,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,346,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1143,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,446,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,718,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,567,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,124,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,570,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,674,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1147,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,73,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,486,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1229,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,650,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,695,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1107,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1184,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,313,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,900,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,217,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1228,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,233,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1197,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,399,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,270,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,636,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1226,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,425,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,894,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,136,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,585,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,670,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,839,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,756,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,872,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,521,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,897,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1110,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,439,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,690,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,318,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,62,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,947,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,185,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,87,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,365,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,340,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1236,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,850,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,36,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,487,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,178,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,37,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,631,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,349,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,669,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1164,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,500,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1114,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,305,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,30,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,256,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,443,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,93,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,884,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1216,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,413,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,721,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1223,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,1012,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,702,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,904,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,571,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,198,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,700,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,574,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,729,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1051,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,525,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1026,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,78,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,277,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,703,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,285,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,72,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1149,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1169,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1194,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,732,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1043,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,688,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,437,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,901,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1207,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,693,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,309,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1124,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,541,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,628,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,907,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,932,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,378,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,225,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,981,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,478,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,466,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,833,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,476,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,170,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,711,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1213,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,504,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,991,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1206,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,719,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,961,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,278,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,108,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,826,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,681,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,117,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1072,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,484,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,31,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1082,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,748,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,779,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,308,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1077,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,268,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,594,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,797,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,154,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,784,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,726,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1034,8.113603115081787
